Scheme Name;Net Asset Value
IDBI India Top 100 Equity Fund IDCW Direct;29.23
Invesco India Largecap Fund - Direct Plan - Growth;55.23
Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment);29.13
Invesco India Largecap Fund - Growth;47.37
Invesco India Largecap Fund - IDCW (Payout / Reinvestment);24.37
ITI Large Cap Fund - Direct Plan - Growth Option;13.5176
ITI Large Cap Fund - Direct Plan - IDCW Option;13.5176
ITI Large Cap Fund - Regular Plan - Growth Option;12.8025
ITI Large Cap Fund - Regular Plan - IDCW Option;12.8025
JM Large Cap Fund (Direct) - Annual IDCW;49.5069
JM Large Cap Fund (Direct) - Growth Option;120.1851
JM Large Cap Fund (Direct) - Half Yearly IDCW ;49.1615
JM Large Cap Fund (Direct) - IDCW;48.2537
JM Large Cap Fund (Direct) - Monthly IDCW ;49.0589
JM Large Cap Fund (Direct) - Quarterly IDCW;49.5158
JM Large Cap Fund (Regular) - Annual IDCW;21.5525
JM Large Cap Fund (Regular) - Growth Option;107.9643
JM Large Cap Fund (Regular) - Half Yearly IDCW;17.6992
JM Large Cap Fund (Regular) - IDCW ;20.9590
JM Large Cap Fund (Regular) - Monthly IDCW;16.7760
JM Large Cap Fund (Regular) - Quarterly IDCW;24.3652
Kotak Bluechip Fund - Growth;402.887
Kotak Bluechip Fund - Growth - Direct;452.318
Kotak Bluechip Fund - Payout of Income Distribution cum capital withdrawal option - Direct;59.82
Kotak Bluechip Fund - Payout of Income Distribution cumcapital withdrawal option;52.006
LIC MF Large Cap Fund-Direct Plan-Growth;46.3735
LIC MF Large Cap Fund-Direct Plan-IDCW;29.2082
LIC MF Large Cap Fund-Regular Plan-Growth;41.7696
LIC MF Large Cap Fund-Regular Plan-IDCW;25.2263
Mahindra Manulife Large Cap Fund - Direct Plan - IDCW;15.1948
Mahindra Manulife Large Cap Fund - Direct Plan -Growth;17.9525
Mahindra Manulife Large Cap Fund - Regular Plan - Growth;16.5675
Mahindra Manulife Large Cap Fund - Regular Plan - IDCW;13.8590
Mirae Asset Large Cap Fund - Direct Plan - Growth;92.012
Mirae Asset Large Cap Fund - Growth Plan;83.312
Mirae Asset Large Cap Fund Direct IDCW;56.669
Mirae Asset Large Cap Fund Regular IDCW;25.149
Nippon India Large Cap  Fund- Growth Plan -Growth Option;60.6159
NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option;31.1180
Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option;66.4095
Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option;66.4095
NIPPON INDIA LARGE CAP FUND - IDCW Option;21.4497
Nippon India Large Cap Fund- Growth Plan Bonus Option;60.6159
Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option;34.1366
PGIM India Large Cap Fund - BONUS OPTION;22.38
PGIM India Large Cap Fund - Direct Plan - Bonus;24.02
PGIM India Large Cap Fund - Direct Plan - Dividend;26.37
PGIM India Large Cap Fund - Direct Plan - Growth;302.55
PGIM India Large Cap Fund - Dividend;19.05
PGIM India Large Cap Fund - Growth;263.25
PGIM India Large Cap Fund Wealth Plan - Growth Option;34.74
PGIM India Large Cap Fund Wealth Plan -Dividend Option;11.63
quant Large Cap Fund - Growth Option - Direct Plan;10.4378
quant Large Cap Fund - Growth Option - Regular Plan;10.2812
quant Large Cap Fund - IDCW Option - Direct Plan;10.4403
quant Large Cap Fund - IDCW Option - Regular Plan;10.2792
SBI Blue Chip Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);48.7152
SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);39.1111
SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH;75.0625
SBI BLUE CHIP FUND-REGULAR PLAN GROWTH;68.7507
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);14.6840
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);14.0374
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);14.6840
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);14.0374
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth;16.6894
Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth;15.9686
Tata Large Cap Fund -Direct Plan Growth Option;407.1227
Tata Large Cap Fund -Regular Plan - Growth Option;362.1429
Tata Large Cap Fund- Direct Plan - Payout of IDCW Option;92.4973
Tata Large Cap Fund- Regular Plan - Payout of IDCW Option;78.9072
Taurus Largecap Equity Fund - Direct Plan - Growth;114.86
Taurus Largecap Equity Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;50.60
Taurus Largecap Equity Fund - Regular Plan - Growth;108.85
Taurus Largecap Equity Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;47.68
Union Largecap Fund - Direct Plan - Growth Option;18.29
Union Largecap Fund - Direct Plan - IDCW Option;18.29
Union Largecap Fund - Regular Plan - Growth Option;17.54
Union Largecap Fund - Regular Plan - IDCW Option;17.54
UTI - Master Share-Growth Option;202.7639
UTI - Master Share-Growth Option - Direct;218.3183
UTI Mastershare Unit Scheme - Direct Plan - IDCW;49.6363
UTI Mastershare Unit Scheme - Regular Plan - IDCW;43.2295
WhiteOak Capital Large Cap Fund Direct Plan Growth;10.190
WhiteOak Capital Large Cap Fund Direct Plan IDCW;10.190
WhiteOak Capital Large Cap Fund Regular Plan Growth;10.096
WhiteOak Capital Large Cap Fund Regular Plan IDCW;10.096
Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan;549.67
Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW;72.06
Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW;42.98
Aditya Birla Sun Life MIDCAP Fund-Growth;502.18
Axis Midcap Fund - Direct Plan - Growth;84.37
Axis Midcap Fund - Direct Plan - IDCW;42.29
Axis Midcap Fund - Regular Plan - Growth;74.19
Axis Midcap Fund - Regular Plan - IDCW;32.74
BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN;11.145
BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN;10.988
BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN;11.142
BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN;10.989
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH;26.09
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW;21.31
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH;24.53
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW;20.79
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option;74.4635
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option;53.9611
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option;64.4850
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option;44.0003
Canara Robeco Mid Cap Fund- Direct Plan- Growth Option;11.0300
Canara Robeco Mid Cap Fund- Direct Plan- IDCW;11.0400
Canara Robeco Mid Cap Fund- Regular Plan- Growth Option;10.9300
Canara Robeco Mid Cap Fund- Regular Plan- IDCW;10.9300
DSP Midcap Fund - Direct Plan - Growth;101.897
DSP Midcap Fund - Direct Plan - IDCW;52.190
DSP Midcap Fund - Regular Plan - Growth;93.448
DSP Midcap Fund - Regular Plan - IDCW;22.853
Edelweiss Mid Cap Fund - Direct Plan - Growth Option;66.12
Edelweiss Mid Cap Fund - Direct Plan - IDCW Option;48.212
Edelweiss Mid Cap Fund - Regular Plan - Growth Option;58.272
Edelweiss Mid Cap Fund - Regular Plan - IDCW Option;33.596
Franklin India Prima Fund - Direct - Growth;1860.6039
Franklin India PRIMA FUND - Direct - IDCW ;86.2118
Franklin India PRIMA FUND - IDCW ;73.3276
Franklin India Prima Fund-Growth;1683.6916
HDFC Mid-Cap Opportunities Fund - Growth Option - Direct Plan;127.19
HDFC Mid-Cap Opportunities Fund - Growth Plan;117.069
HDFC Mid-Cap Opportunities Fund - IDCW Option - Direct Plan;55.105
HDFC Mid-Cap Opportunities Fund - IDCW Plan;39.41
HSBC Midcap Fund - Direct Growth;250.2980
HSBC Midcap Fund - Direct IDCW;61.1030
HSBC Midcap Fund - Regular Growth;226.4368
HSBC Midcap Fund - Regular IDCW;55.2451
IDBI Midcap Fund Growth Direct;20.08
IDBI Midcap Fund Growth Regular;18.33
IDBI Midcap Fund IDCW Direct;18.88
IDBI Midcap Fund IDCW Regular;17.21
Invesco India Midcap Fund - Direct Plan - Growth Option;116.51
Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment);47.11
Invesco India Midcap Fund - Growth Option;99.49
Invesco India Midcap Fund - IDCW (Payout / Reinvestment);37.62
ITI Mid Cap Fund - Direct Plan - Growth Option;13.1875
ITI Mid Cap Fund - Direct Plan - IDCW Option;13.1875
ITI Mid Cap Fund - Regular Plan - Growth Option;12.5310
ITI Mid Cap Fund - Regular Plan - IDCW Option;12.5310
JM Midcap Fund (Direct) - Growth;11.4199
JM Midcap Fund (Direct) - IDCW;11.4199
JM Midcap Fund (Regular) - Growth;11.2911
JM Midcap Fund (Regular) - IDCW;11.2911
Kotak Emerging Equity Scheme - Growth;83.22
Kotak Emerging Equity Scheme - Growth - Direct;94.178
Kotak Emerging Equity Scheme - Payout of Income Distribution cum capital withdrawal option;45.707
Kotak Emerging Equity Scheme - Payout of Income Distribution cum capital withdrawal option - Direct;56.11
Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW;18.9675
Mahindra Manulife Mid Cap Fund - Direct Plan -Growth;21.9568
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth;20.0039
Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW;17.0557
Mirae Asset Midcap Fund - Regular Plan-Growth Option;23.008
Mirae Asset Midcap Fund Direct IDCW;20.488
Mirae Asset Midcap Fund Regular IDCW;19.256
Mirae Asset Midcap Fund- Direct Growth Option;24.326
Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment;32.2440
Motilal Oswal Midcap Fund-Direct Plan-Growth Option;64.5084
Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment;30.0364
Motilal Oswal Midcap Fund-Regular Plan-Growth Option;57.5672
NIPPON INDIA GROWTH FUND - DIRECT Plan - IDCW Option;125.1536
Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option;433.5244
Nippon India Growth Fund - Direct Plan Growth Plan - Growth Option;2609.4828
NIPPON INDIA GROWTH FUND - IDCW Option;83.7227
NIPPON INDIA GROWTH FUND - INSTITUTIONAL Plan - IDCW Option;841.6662
Nippon India Growth Fund-Growth Plan-Bonus Option;403.2205
Nippon India Growth Fund-Growth Plan-Growth Option;2422.1929
PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout;43.11
PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option;52.01
PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout;21.68
PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option;46.11
quant Mid Cap Fund - Growth Option - Direct Plan;154.8056
quant Mid Cap Fund - Growth Option - Regular Plan;141.3303
quant Mid Cap Fund - IDCW Option - Direct Plan;54.372
quant Mid Cap Fund - IDCW Option - Regular Plan;50.2323
SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH;184.4434
SBI Magnum MidCap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);104.5692
SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH;167.5703
SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);68.4702
Sundaram Mid Cap Fund Direct Plan - Growth;868.0842
Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);50.6723
Sundaram Mid Cap Fund Regular Plan - Growth;809.0322
Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);46.5660
Tata Mid Cap Growth Fund - Direct Plan- Growth Option;307.5273
Tata Mid Cap Growth Fund - Direct Plan- IDCW Option;101.5122
Tata Mid Cap Growth Fund Regular Plan- Growth Option;277.2405
Tata Mid Cap Growth Fund-Regular Plan - IDCW Option;76.5221
Taurus Discovery (Midcap) Fund - Direct Plan - Growth;89.50
Taurus Discovery (Midcap) Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;79.50
Taurus Discovery (Midcap) Fund - Regular Plan - Growth;85.47
Taurus Discovery (Midcap) Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;76.19
Union Midcap Fund - Direct Plan - Growth Option;32.28
Union Midcap Fund - Direct Plan - IDCW Option;32.28
Union Midcap Fund - Regular Plan - Growth Option;30.93
Union Midcap Fund - Regular Plan - IDCW Option;30.93
UTI Mid Cap Fund - Direct Plan - IDCW;110.9263
UTI Mid Cap Fund - Regular Plan - IDCW;97.5622
UTI Mid Cap Fund-Growth Option;206.1715
UTI Mid Cap Fund-Growth Option- Direct;225.4128
WhiteOak Capital Mid Cap Fund Direct Plan Growth;11.428
WhiteOak Capital Mid Cap Fund Direct Plan IDCW;11.428
WhiteOak Capital Mid Cap Fund Regular Plan Growth;11.270
WhiteOak Capital Mid Cap Fund Regular Plan IDCW;11.270
Aditya Birla Sun Life Multi-Cap Fund-Direct Growth;13.99
Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout;13.99
Aditya Birla Sun Life Multi-Cap Fund-Regular Growth;13.51
Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout;13.51
Axis Multicap Fund - Direct Growth;11.11
Axis Multicap Fund - Direct Plan - IDCW;11.11
Axis Multicap Fund - Regular Plan - Growth;10.86
Axis Multicap Fund - Regular Plan - IDCW;10.86
BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN;11.900
BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN;11.594
BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN;11.894
BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN;11.594
BANK OF INDIA Flexi Cap Fund Direct Plan -Growth;22.05
BANK OF INDIA Flexi Cap Fund Direct Plan -IDCW;18.85
BANK OF INDIA Flexi Cap Fund Regular Plan -Growth;20.98
BANK OF INDIA Flexi Cap Fund Regular Plan -IDCW;19.06
Bank of India Multi Cap Fund Direct Plan - Growth;11.33
Bank of India Multi Cap Fund Direct Plan - IDCW;11.32
Bank of India Multi Cap Fund Regular Plan - Growth;11.30
Bank of India Multi Cap Fund Regular Plan - IDCW;11.29
Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option;205.5882
Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option;44.8177
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option;187.1752
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option;43.1516
HDFC Multi Cap Fund - Growth Option;12.295
HDFC Multi Cap Fund - Growth Option - Direct Plan;12.57
HDFC Multi Cap Fund - IDCW Option;12.241
HDFC Multi Cap Fund - IDCW Option - Direct Plan;12.569
HSBC Multi Cap Fund - Direct - Growth;11.3261
HSBC Multi Cap Fund - Direct - IDCW;11.3261
HSBC Multi Cap Fund - Regular - Growth;11.2678
HSBC Multi Cap Fund - Regular - IDCW;11.2678
ICICI Prudential MidCap Fund - Direct Plan -  Growth;195.48
ICICI Prudential MidCap Fund - Direct Plan -  IDCW;42.93
ICICI Prudential MidCap Fund - Growth;177.51
ICICI Prudential MidCap Fund - IDCW;29.79
ICICI Prudential Multicap Fund - Direct Plan -  Growth;559.24
ICICI Prudential Multicap Fund - Direct Plan -  IDCW;43.31
ICICI Prudential Multicap Fund - Growth;509.72
ICICI Prudential Multicap Fund - IDCW;26.52
Invesco India Multicap Fund - Direct Plan - Growth Option;98.68
Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment);89.33
Invesco India Multicap Fund - Growth Option;85.13
Invesco India Multicap Fund - IDCW (Payout / Reinvestment);77.19
ITI Multi Cap Fund - Direct Plan - Growth Option;16.7156
ITI Multi Cap Fund - Direct Plan - IDCW Option;15.9923
ITI Multi Cap Fund - Regular Plan - Growth Option;15.3250
ITI Multi Cap Fund - Regular Plan - IDCW Option;14.6387
Kotak Multicap Fund- Regular Plan -IDCW Option;11.422
Kotak Multicap Fund-Direct Plan-Growth;11.761
Kotak Multicap Fund-Direct Plan-IDCW Option;11.761
Kotak Multicap Fund-Regular Plan-Growth;11.422
LIC MF Multi Cap Fund-Direct Growth;10.8418
LIC MF Multi Cap Fund-Direct IDCW;10.8418
LIC MF Multi Cap Fund-Regular Growth;10.7189
LIC MF Multi Cap Fund-Regular IDCW;10.7189
Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW;20.6239
Mahindra Manulife Multi Cap Fund - Direct Plan -Growth;25.4017
Mahindra Manulife Multi Cap Fund - Regular Plan - Growth;22.5715
Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW;17.9064
NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option;64.5918
Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option;201.0766
Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option;201.0766
NIPPON INDIA MULTI CAP FUND - IDCW Option;46.8026
Nippon India Multi Cap Fund Institutional Dividend Plan;44.8994
Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option;21.9544
Nippon India Multi Cap Fund-Growth Plan-Bonus Option;186.3067
Nippon India Multi Cap Fund-Growth Plan-Growth Option;186.3067
quant Active Fund-GROWTH OPTION - Regular Plan;460.3325
quant Active Fund-GROWTH OPTION-Direct Plan;490.3351
quant Active Fund-IDCW Option - Direct Plan;56.7863
quant Active Fund-IDCW Option - Regular Plan;52.6442
SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.4476
SBI Multicap Fund- Direct Plan- Growth option;11.4476
SBI Multicap Fund- Regular Plan- Growth Option;11.2874
SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW);11.2885
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan -Half Yearly Income Distribution CUM Capital Withdrawal Option;68.0132
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Option;51.6012
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option;275.4694
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option;253.1506
Tata Multicap Fund - Direct Plan - Growth;10.8930
Tata Multicap Fund - Direct Plan - IDCW Payout;10.8930
Tata Multicap Fund - Direct Plan - IDCW Reinvestment;10.8930
Tata Multicap Fund - Regular Plan - Growth;10.8279
Tata Multicap Fund - Regular Plan - IDCW Payout;10.8279
Tata Multicap Fund - Regular Plan - IDCW Reinvestment;10.8279
Union Multicap Fund - Direct Plan - Growth Option;10.80
Union Multicap Fund - Direct Plan - IDCW Option;10.80
Union Multicap Fund - Regular Plan - Growth Option;10.73
Union Multicap Fund - Regular Plan - IDCW Option;10.73
360 ONE QUANT FUND DIRECT GROWTH;11.7847
360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;11.7847
360 ONE QUANT FUND REGULAR GROWTH;11.5769
360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;11.5769
Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW;26.3
Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth;48.27
Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW;19.84
Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth;43.89
Aditya Birla Sun Life Business Cycle Fund-Direct Growth;11.06
Aditya Birla Sun Life Business Cycle Fund-Direct IDCW Payout;11.06
Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout;10.78
Aditya Birla Sun Life Business Cycle Fund-Regular-Growth;10.78
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan;35.0074
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan;33.5676
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW;20.209
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW;19.3416
Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan;136.75
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan;124.33
